Wavel.,Raw Data,Fit Data,Brilliant Violet 605 (BV605) fit,Alexa Fluor 647 fit,Alexa Fluor 750 fit,Alexa Fluor 488 fit,Brilliant Violet 605 (BV605) coeff,Alexa Fluor 647 coeff,Alexa Fluor 750 coeff,Alexa Fluor 488 coeff
586,23622.310805204364,23696.61703250927,19697.357552281723,0.0,0.0,3999.2594802275503,,,,
587,25967.328935472786,25828.173711996875,21975.312309381065,0.0,0.0,3852.8614026158098,,,,
588,28195.24235332506,28072.247500005764,24388.06078956219,0.0,0.0,3684.186710443573,,,,
589,31079.3470133886,30496.62909387794,26935.463681331046,0.0,0.0,3561.1654125468935,,,,
590,33071.74280640994,32890.30896321092,29467.36235010463,0.0,0.0,3422.9466131062863,,,,
591,35710.60630552687,35213.60309747161,31937.847165237792,0.0,0.0,3275.755932233821,,,,
592,36768.79649513962,37527.19871167109,34375.91677968741,0.0,0.0,3151.281931983678,,,,
593,39654.3612175559,39763.82968123583,36743.38679306005,0.0,0.0,3020.442888175778,,,,
594,41482.279345103874,41911.58410049383,39004.227465326796,0.0,0.0,2907.3566351670283,,,,
595,44893.95601848252,43932.32391276491,41138.65274005559,0.0,0.0,2793.671172709315,,,,
596,44576.4467782177,45846.98675575142,43170.26798246666,0.0,0.0,2676.7187732847633,,,,
597,48274.903454702726,47495.177204247324,44926.77487988767,0.0,0.0,2568.4023243596534,,,,
598,49470.477190348014,48972.30284447702,46479.81710524056,0.0,0.0,2492.4857392364565,,,,
599,49194.93989436901,50047.32503420595,47668.10302745129,0.0,0.0,2379.222006754659,,,,
600,50945.30772706295,50858.537637980786,48542.89894981,0.0,0.0,2315.638688170787,,,,
601,51369.65135108736,51353.60306134816,49132.52080050108,0.0,0.0,2221.0822608470858,,,,
602,52193.222853654246,51605.350747209835,49457.39937028326,0.0,0.0,2147.951376926577,,,,
603,52151.19793372838,51552.04017763606,49473.168101571784,0.0,0.0,2078.872076064276,,,,
604,50864.37200155555,51150.34981118208,49161.75424321915,0.0,0.0,1988.5955679629365,,,,
605,49989.52268233832,50567.239770076674,48632.32534237876,0.0,0.0,1934.9144276979112,,,,
606,50367.58096593581,49675.90544719048,47811.29399461641,0.0,0.0,1864.6114525740713,,,,
607,47575.83140237363,48477.39051628657,46709.47112609882,0.0,0.0,1767.9193901877522,,,,
608,47911.999686050905,47249.58112420983,45516.62761195965,0.0,0.0,1732.953512250179,,,,
609,45771.822936026416,45761.63027443907,44101.74018315181,0.0,0.0,1659.8900912872616,,,,
610,43912.28708572281,44256.7416333154,42649.6297165531,0.0,0.0,1607.1119167623033,,,,
611,42419.9333562968,42695.88860337075,41130.84208943181,0.0,0.0,1565.0465139389412,,,,
612,41094.26739351068,41076.34232478887,39577.61431990927,0.0,0.0,1498.7280048796028,,,,
613,39321.290946909045,39460.33828004029,38005.73554695583,0.0,0.0,1454.6027330844563,,,,
614,39015.28472780436,37865.72999225114,36463.289272012305,0.0,0.0,1402.4407202388306,,,,
615,35107.612149821725,36298.93296986945,34952.190705309564,0.0,0.0,1346.742264559886,,,,
